poolId,ticker,stakeAmount,"21,513,965,191,494,200",Cumulative,Bifrost stakeAmount,"17,242,689,233,737,000",Cumulative,51%
pool106jtt06k5wjpqc5r5fkz06pgwhwaljzs624mnfua8fkhq0fl9am,,"79,610,580",0.00%,100.00%,"79,610,580",0.00%,80.15%,
pool1qwn9l4vzm4rsrd5kexuafqlsgg4ap877vsunqpm4yq89crm4aqr,,"79,065,199",0.00%,100.00%,"79,065,199",0.00%,80.15%,
pool1h8625k6vszveym92qandxwjv3wmnekc548yzcepr5w88ys824pg,,"77,848,386",0.00%,100.00%,"77,848,386",0.00%,80.15%,
pool1u24fm2el64cd906xn9fjg8m8v6nra5zj5mpl0363un2jsyyuyup,,"76,837,286",0.00%,100.00%,"76,837,286",0.00%,80.15%,
pool15tn0nlazaatulwq667qdfs597pqlrgn62at0fqv3lvz5cg9l30m,,"70,473,160",0.00%,100.00%,"70,473,160",0.00%,80.15%,
pool172vhywk0n2m7r47a8wq78xzc7nnytu3x78wyftmdedvjyzxjc7s,,"70,449,031",0.00%,100.00%,"70,449,031",0.00%,80.15%,
pool1eggah53ghqwlsm2u4upwnm3s9et8m5yd4p56shaqtm7vql6zm4h,,"69,720,767",0.00%,100.00%,"69,720,767",0.00%,80.15%,
pool193spq4aagtqthqxnwzat2n53ugjkyx8d42wqu6wm8lckj056y0t,,"69,054,961",0.00%,100.00%,"69,054,961",0.00%,80.15%,
pool122gfj3ynz5ch8cfkx0tt5dsfpnf36sujcvrvxzqjm28yym8vv8x,CTUTS,"67,456,466",0.00%,100.00%,"67,456,466",0.00%,80.15%,
pool1qd3hwt2hvkt2jn9lktcjqpdk9cz0mk8qdue35x00p7ud5g0268s,,"66,488,296",0.00%,100.00%,"66,488,296",0.00%,80.15%,
pool17lue2fr93qlstfjwgstpkt22y5lg6h44ry3rz7jxe0mqqnq53wf,ORBST,"62,602,470",0.00%,100.00%,"62,602,470",0.00%,80.15%,
pool1u7s8etmnm0y0ktls7kkvx2apnep5ercy7wwyljgw407yjzjastq,,"61,914,723",0.00%,100.00%,"61,914,723",0.00%,80.15%,
pool15zrj43nldc357nas0g7glm09wqhtyexxs64skq52mtg6sdrsjzd,,"60,781,695",0.00%,100.00%,"60,781,695",0.00%,80.15%,
pool194x3sx05hac6fhy37a7umfj55uaac4qf2ysp5fl2gyq2x7n4n98,ECX,"60,320,529",0.00%,100.00%,"60,320,529",0.00%,80.15%,
pool1efzvmtxl4n9z8ylegk9jhctclu44z7k0qg82mp2kp2ytqa9xgf0,1PFP,"60,148,889",0.00%,100.00%,"60,148,889",0.00%,80.15%,
pool1hjlkmtquuanfvvumfwsu395gdrmt36kda0x6wwwpz4kqctg5lyy,STARS,"59,742,229",0.00%,100.00%,"59,742,229",0.00%,80.15%,
pool19sk7acvpdxszed5hmckt0wmqxljalartue7d7d4a7qhwuw0n0ws,ELON,"59,603,626",0.00%,100.00%,"59,603,626",0.00%,80.15%,
pool1dx5t3yqhzh3v5ch7add7836tg0ey255tjz87spjvws4j2gjp9yg,,"59,460,400",0.00%,100.00%,"59,460,400",0.00%,80.15%,
pool1l5jfc3zv4nue29uqh32fvz9khstd24azmxjltus3s90ckzw37p8,PLRS,"58,273,114",0.00%,100.00%,"58,273,114",0.00%,80.15%,
pool1je5j68dcgm0hynv4fd2t2xsplmad40adneu68vp3h4nlcdaznwc,GALGD,"57,602,998",0.00%,100.00%,"57,602,998",0.00%,80.15%,
pool1vddluuhcfrrflgmnczgzz472rc3g6h06hzz6hcv565nwcrelvma,CTRL,"57,470,277",0.00%,100.00%,"57,470,277",0.00%,80.15%,
pool18lwlvq4j8yxgrsuvyqntmyq7wyeql5t9nhmtg0cx0uqa6n5hplm,,"57,425,793",0.00%,100.00%,"57,425,793",0.00%,80.15%,
pool1fvuy9r4ndp432yuh059q4fekh42t4d42qjhgz5qxlr8jctrp5l2,,"56,781,085",0.00%,100.00%,"56,781,085",0.00%,80.15%,
pool1m5chjwkxs3w5l43uf4y9ys2pprqxv86ffdm0fr4n38np2c7mhg6,,"55,651,486",0.00%,100.00%,"55,651,486",0.00%,80.15%,
pool1ufh42ppqnet625mqql2fkc79p3emuqsnmf6s6ugxygqa75xgc8c,NEMO,"55,519,595",0.00%,100.00%,"55,519,595",0.00%,80.15%,
pool1hut596zjmx2eunuwt8vjnh953ezgtvc3cwv3nat8cepsc2jeaxe,,"55,456,744",0.00%,100.00%,"55,456,744",0.00%,80.15%,
pool122gklgk6gep3dm5grag0kavzzxcwk4kxxrqegfygghjpgch6pns,,"54,258,533",0.00%,100.00%,"54,258,533",0.00%,80.15%,
pool1vru3p8sswq5xkr38ceavad67t6krh6m6q0q42p59e6htkld4yxs,PTGR,"53,706,194",0.00%,100.00%,"53,706,194",0.00%,80.15%,
pool138e249zh9l93azsf2pf7wyhxyayzcxdhsrg3vqpfx665c8xa348,LGND,"53,694,740",0.00%,100.00%,"53,694,740",0.00%,80.15%,
pool16r36znhvh3h2lk55vu89hsx3ug94sx2etqv9s2006d8awufhaz7,,"52,037,404",0.00%,100.00%,"52,037,404",0.00%,80.15%,
pool1fjdsl4zajjt5rv8panvnp89g6pnvt2t3e6za8hcf8yw2zncnl07,BYOB,"51,339,332",0.00%,100.00%,"51,339,332",0.00%,80.15%,
pool163aacna7n8tgphz40prapjgkrkpvsfttaqt56yeg2psd2umnxqu,,"50,425,749",0.00%,100.00%,"50,425,749",0.00%,80.15%,
pool1waplz6cz4t2uss0qcst8wkqj52rzhy9vfr5jr9se9pjx7ucjcfm,,"49,782,708",0.00%,100.00%,"49,782,708",0.00%,80.15%,
pool1wc2kuqz7w36j4xc7x8aqekgjhmy4ggknddqqfuw4mr3pu9f8wxn,,"49,055,495",0.00%,100.00%,"49,055,495",0.00%,80.15%,
pool1klq8yy3rr6k4ez7uwkzz5ku3yuym3eeg6g2ne3p9f4hnzfycfkl,,"48,646,006",0.00%,100.00%,"48,646,006",0.00%,80.15%,
pool1aaa4rk9exk0scgjh7a247p4hdgkuq887kau8vnf9c6xqcjwca7e,CYPAY,"47,821,475",0.00%,100.00%,"47,821,475",0.00%,80.15%,
pool1efj8td645z33mr8h0ww5y5s0lz6jwj7e54cj4mv44s2269r7d4f,ABBA,"46,990,641",0.00%,100.00%,"46,990,641",0.00%,80.15%,
pool18xwr0zysfyyxsva6sta7alezd44nsa5nasewmjxweg9sgqntlxn,HUM,"45,953,397",0.00%,100.00%,"45,953,397",0.00%,80.15%,
pool1kxzfswkhgcmyahh6lfjpy5uxh75qzsnlyprh3450av9jghsda89,,"45,354,204",0.00%,100.00%,"45,354,204",0.00%,80.15%,
pool1r650ja5y4jy7xd6srjz8ujkumy8xpk8kqgrxu92g3nwyk5jf4zq,XRAY6,"45,344,721",0.00%,100.00%,"45,344,721",0.00%,80.15%,
pool1yztpevpmfyyz2eu4dklmgfx8g0q0vme7ppdsnawcpnwxs3vfxy7,,"44,454,085",0.00%,100.00%,"44,454,085",0.00%,80.15%,
pool1aga0u8m7rqpdvkqa7qfr8rhyweyqlg3jxt3skfq660vdczwzyca,,"44,304,481",0.00%,100.00%,"44,304,481",0.00%,80.15%,
pool12tlu3dm864fzxgcjp9jrsykcmcvxskjtqwy07z982avqx3n9dp2,,"41,825,743",0.00%,100.00%,"41,825,743",0.00%,80.15%,
pool1qv3velgldz529zq904jy9qfrhdh0akwkkhylu2rymd6sw9m02cc,RVH,"41,543,327",0.00%,100.00%,"41,543,327",0.00%,80.15%,
pool1je8qh9d4nawl9zstsg3vyan3r64lyw9dzruw0ulxvpumxa66l6g,ATHC,"40,805,953",0.00%,100.00%,"40,805,953",0.00%,80.15%,
pool1xlst0jw9safmz3c8m56zvl4m65y306dcp48hdks8ursmsz2awm2,OOH,"40,636,532",0.00%,100.00%,"40,636,532",0.00%,80.15%,
pool1ydgmfmxpuateqwz028lpgypsdchs5m0tzes732qdragdg4jp0uf,1FOC,"39,983,004",0.00%,100.00%,"39,983,004",0.00%,80.15%,
pool13xlhhdl2phz8sup0hwcuhp6c4kscrtxs6d05n99hnmuakfkd6ws,,"39,624,703",0.00%,100.00%,"39,624,703",0.00%,80.15%,
pool10emzedn7jczjrk7x7687mzwpqs2qfk8dnmyuf3ca7ju8cx79z57,MPL,"39,460,040",0.00%,100.00%,"39,460,040",0.00%,80.15%,
pool1y046n8u3uz552nmhz9wx7jv2gn9lytyvwlntetkyavvq52nzqzs,PRIME,"38,198,719",0.00%,100.00%,"38,198,719",0.00%,80.15%,
pool14h7cjyklnrf2ylu6g2z89n5zckeyprw36lstw7lw5kvqwc4xw2d,HIMAL,"37,987,754",0.00%,100.00%,"37,987,754",0.00%,80.15%,
pool1qkwseukqpnezhh9gjcuhtse7wp7v8m8asgekl34lh3f5xnnl6z2,,"35,245,729",0.00%,100.00%,"35,245,729",0.00%,80.15%,
pool1675wjgy0ggtt2l23eeaj5ey5l02qj2ra48stvc7fyussslr0kq7,,"35,245,376",0.00%,100.00%,"35,245,376",0.00%,80.15%,
pool19tkfl9x2dkk07z43rvamftvnyu5vtcfatdpsag8phzqvgpdklqq,TIDE,"33,692,007",0.00%,100.00%,"33,692,007",0.00%,80.15%,
pool1njgax5g706nhknujnntnrx0gyu8zqvrhexwmmp7qrfhjvaumfq4,ABE,"32,618,266",0.00%,100.00%,"32,618,266",0.00%,80.15%,
pool1kcrpxr6rqyqu0zlpdflma4565qrxtz4u4whcqhsan6335g5uext,GLOBA,"32,479,113",0.00%,100.00%,"32,479,113",0.00%,80.15%,
pool1hqlvn3qndgkne52uhe5347nlysmmec73ys9vduk96rs4jzjjyxm,ETO7,"32,150,290",0.00%,100.00%,"32,150,290",0.00%,80.15%,
pool1p2vgec7gamn3zq0pgevauvu5m7gzhzwal48sutz4hc5tk54vnxn,GEM,"32,036,957",0.00%,100.00%,"32,036,957",0.00%,80.15%,
pool1x9kerklpmyrzx22z944l9n8x9gn8s597vqy4hsllujetue8e5g8,,"29,887,832",0.00%,100.00%,"29,887,832",0.00%,80.15%,
pool1czlxfj2dyc2lt2gcrhhxyqhgzcpza845yjr6k262e2vqsysrylu,VTX,"29,445,355",0.00%,100.00%,"29,445,355",0.00%,80.15%,
pool1fmf707pca09wmv6dc7ap4kxf0j648374ruu6ahazhpywcngt780,CHIVO,"27,893,084",0.00%,100.00%,"27,893,084",0.00%,80.15%,
pool1z44fjvz77atzgwcwmwtls7skggnczlx8e30pugqn6ugajjrzgc3,,"27,624,822",0.00%,100.00%,"27,624,822",0.00%,80.15%,
pool1rg4h4fc9j70w3jx86s3vc8vzd7hxwd4sz4j80d93hk7j7mm5dx2,,"27,617,078",0.00%,100.00%,"27,617,078",0.00%,80.15%,
pool1h7nugww5y2q74435nadg6gggsj20nj5v3dq0w2gjwp3qvrpvgzh,DOGE,"27,597,982",0.00%,100.00%,"27,597,982",0.00%,80.15%,
pool1j5kx7rp08axydqevxhmujs5vthfv5kjzq2h40edpychlxg5twqw,,"27,595,522",0.00%,100.00%,"27,595,522",0.00%,80.15%,
pool1n7zhzk2zyvqywfj476s4xk9h0xzncsq37469d8cyg37lsngvvqp,PUB,"27,375,351",0.00%,100.00%,"27,375,351",0.00%,80.15%,
pool15xdvllxmlzhz0ct3u35wv3gmzxym06zwg3l6ltuqmcsmv9jq527,,"25,825,259",0.00%,100.00%,"25,825,259",0.00%,80.15%,
pool1nnfwte5lhr8rxjye4a8m8krt5fsu6fs2g39g6ccq09nqqf8sekw,,"25,300,000",0.00%,100.00%,"25,300,000",0.00%,80.15%,
pool1h4n266z2xz0v754qf8uu09cda7q68gpymt5dlf4zxcvlg3hq3r7,,"25,098,487",0.00%,100.00%,"25,098,487",0.00%,80.15%,
pool1f2pqecfn9x8kzgjeecyjk7cnqj0nyu84uaj2ptr0xdjr5w9qepc,,"24,923,870",0.00%,100.00%,"24,923,870",0.00%,80.15%,
pool12qj3qpa2ca3jq8nj6p5psjrx7xu7dvjm25xra5s0sxxps4qx7c8,,"24,517,029",0.00%,100.00%,"24,517,029",0.00%,80.15%,
pool12rt30v5khmh2y9nap3ffe6envd89lq9qf8f4usr0enwwzzwktsu,BRAZL,"23,808,576",0.00%,100.00%,"23,808,576",0.00%,80.15%,
pool1rkknx2m6h3dw6y6t8ux6fx65mxamgk207mdwtcc3yvas2yyrvxp,BTFND,"23,613,933",0.00%,100.00%,"23,613,933",0.00%,80.15%,
pool1pvg7uqf9a0ms24xcdfq8f48p72csfslgz3gzwlmfee5szuda0du,BLOQ,"23,433,361",0.00%,100.00%,"23,433,361",0.00%,80.15%,
pool1j55hm5wkgcegrpn25nnfl0rgjdje26fhw9uxmgxf8dez2uups3y,UNITE,"22,931,848",0.00%,100.00%,"22,931,848",0.00%,80.15%,
pool196fz9gd7n0jnn2rwpcqqdyf9j5q3na6qwhhy0k6j9ysx5f3u7r4,,"22,424,605",0.00%,100.00%,"22,424,605",0.00%,80.15%,
pool1v46s6ak79m3mlv65pjh7ypvsp7n6cc62a723dpwmhtn8uy4pld5,,"22,420,601",0.00%,100.00%,"22,420,601",0.00%,80.15%,
pool1g59d82m8c84f2ds6l50mng863h9cxfm88khxyhna2l9rzgv6030,FGMTB,"21,867,480",0.00%,100.00%,"21,867,480",0.00%,80.15%,
pool18sqt4qwprlt6ytg8pu2qpz262j9vhlzmtwn2fwvhpcnzc0u5ynw,1WJG,"20,603,691",0.00%,100.00%,"20,603,691",0.00%,80.15%,
pool1aqslsnawz622pd8367tgsu2atfm3lgk9xcdw5rh3c6rgzca33yq,,"20,015,900",0.00%,100.00%,"20,015,900",0.00%,80.15%,
pool1q6ydlweuzytf4wxdnr9h7qxalu7v3kg4c2t6m7uysn0r67jqx62,,"19,736,460",0.00%,100.00%,"19,736,460",0.00%,80.15%,
pool1l5ktcfhhsx66ms6ugguusytr0nnsy49t2684avev6dak55jc00t,,"19,559,569",0.00%,100.00%,"19,559,569",0.00%,80.15%,
pool1l54esv8h5xjry9ms3jq4mnf49vwt3yuxl5fdudp7jpdx2swuaah,,"19,453,176",0.00%,100.00%,"19,453,176",0.00%,80.15%,
pool1qh4jvncd9chmm5ru3sk3cqxuat83vj8v7rgl4x5lqfepcywvc9g,,"19,424,099",0.00%,100.00%,"19,424,099",0.00%,80.15%,
pool14hpc9wgnwy0w3jrlcqwftyufm8xs5qena4sax5hx7e5q703uuml,,"18,816,176",0.00%,100.00%,"18,816,176",0.00%,80.15%,
pool1h08araxldht60j00vp8lzllmwyevjwqd5zwyprc62536gk4s5ge,,"18,737,033",0.00%,100.00%,"18,737,033",0.00%,80.15%,
pool1620fkxluaftsvz5lge29tjur3flwa8wydpzqy0zd4cllxx2w3ma,,"18,621,214",0.00%,100.00%,"18,621,214",0.00%,80.15%,
pool1cljrz5vyw7jp2mp23nt9ywn2wdg5ulamhalw6d3mng326laxs77,,"18,599,471",0.00%,100.00%,"18,599,471",0.00%,80.15%,
pool1fwg2x8pwwxverf0wqtk3pnqtywlah9em3ywyvhskafvm5z3e7kr,,"18,269,664",0.00%,100.00%,"18,269,664",0.00%,80.15%,
pool16g4atk6yaj7hxexrlhyf96gtxts3kjs5wszvxmq0paw3xdre68q,,"18,114,811",0.00%,100.00%,"18,114,811",0.00%,80.15%,
pool1tgt94w0gmhmg5yw2v366fsl39yh90ktxr8uk2xsx3alsyh0tywg,,"17,988,077",0.00%,100.00%,"17,988,077",0.00%,80.15%,
pool1gprrm7gehg9wlupqsvyf59l52q8wgr3y46p656r66t7zy7j2z66,MILK,"17,427,226",0.00%,100.00%,"17,427,226",0.00%,80.15%,
pool1ryyfhgm4rqa9pnykxuhxcmy6rdn0uyltufm9t86c6uskwv3aame,,"17,425,265",0.00%,100.00%,"17,425,265",0.00%,80.15%,
pool18pwq8mctjyctx00rl36e7r7m046mg34365amyaluw0n5cd7rv7w,,"17,236,444",0.00%,100.00%,"17,236,444",0.00%,80.15%,
pool1spqkpaezku3knl9ug7txrlyzr8kkvdr0h75yyz262cx6gls6zlm,ADAC1,"17,115,823",0.00%,100.00%,"17,115,823",0.00%,80.15%,
pool1dv4yvcrl2kefasd4qxf8pzu695npqqfdzvlyauh2xqfhgf6ng8d,ION,"16,610,550",0.00%,100.00%,"16,610,550",0.00%,80.15%,
pool1evun4ps8xa0dfpj2r0cw9p94t2pctcvusccsm458enajuw2mftw,,"16,515,204",0.00%,100.00%,"16,515,204",0.00%,80.15%,
pool146u0r8qh0jg6rd3th76q6cepwm03nya4pkvfj08juqrz7wxnfv9,PINAS,"15,435,806",0.00%,100.00%,"15,435,806",0.00%,80.15%,
pool1ga0h4pv0psju8z3j7l852elq92c7xshuspt27jklnx665r4l2q8,,"14,776,577",0.00%,100.00%,"14,776,577",0.00%,80.15%,
pool100wj94uzf54vup2hdzk0afng4dhjaqggt7j434mtgm8v2gfvfgp,,"14,105,396",0.00%,100.00%,"14,105,396",0.00%,80.15%,
pool1hxlu84r3xhce4gcc4rdqzlwdprqjptd2jqky572g35jfsjrnzww,RXP,"13,276,968",0.00%,100.00%,"13,276,968",0.00%,80.15%,
pool1zsfyca7vnftr3ywzhwq07whjev9nau2j65mq6kehnpvvccstlzz,GARU,"12,851,369",0.00%,100.00%,"12,851,369",0.00%,80.15%,
pool17d6xuyhwkvp5g44q5jwukrfldhvcz3equ2tk34yuyrd0jlh4jjy,,"12,611,753",0.00%,100.00%,"12,611,753",0.00%,80.15%,
pool157sjc5een0ptynrn6ettx6zr2gl8wm8ymjtwuyravqmmcs45d20,,"12,440,621",0.00%,100.00%,"12,440,621",0.00%,80.15%,
pool1s54847dyrcpgxjvsjvhjjqjrkz3x6vevy77xaqje5nugxhp6j2g,,"12,145,784",0.00%,100.00%,"12,145,784",0.00%,80.15%,
pool1xm4nalvh3yd7pzczlr84w4jlzymwqrnshlpv80u8s6zex997kc6,,"11,700,000",0.00%,100.00%,"11,700,000",0.00%,80.15%,
pool1p98qztq2t77u89vvsratsmsx8hu965w4n7xneg5qu7gtgcdude0,,"11,633,160",0.00%,100.00%,"11,633,160",0.00%,80.15%,
pool1d66wvltjn768rm2ywdzpetzx034z7vanrlz8mrpn9us8zjcyjaf,,"11,346,026",0.00%,100.00%,"11,346,026",0.00%,80.15%,
pool1gcqq0gt4hmgvq942x0s57lf3f4mhtexuuzgjrsmtj0kmsmqz32z,,"11,000,000",0.00%,100.00%,"11,000,000",0.00%,80.15%,
pool16kja6em4zlu8cmlr5la32yrsx5jqpejdqktadw9nv3cwx2s6ccf,,"10,984,954",0.00%,100.00%,"10,984,954",0.00%,80.15%,
pool18fw3qgzt4u094hn8kf82n6jye5y96csamj0f20dja8tnq4ad0hy,,"10,843,473",0.00%,100.00%,"10,843,473",0.00%,80.15%,
pool1t2mxyjvqsay4yl6vm5gqep5f76nm9wen3452zxa0nu2xugmsm6k,RXO,"10,277,276",0.00%,100.00%,"10,277,276",0.00%,80.15%,
pool1gseulah8qjuemuuh6wf2a2t2k2na7k8xrewdslcljprmcr2fqeq,,"10,277,188",0.00%,100.00%,"10,277,188",0.00%,80.15%,
pool1lq60ecvs6ake3ntq45sv38v0xq3traf3tvc60vx7263n5c37df7,,"10,277,188",0.00%,100.00%,"10,277,188",0.00%,80.15%,
pool15t0vyldspax6eu8mq7f50s4rjk2qn2g7kudl98tjuqzt2a2zpmx,RXE,"10,276,968",0.00%,100.00%,"10,276,968",0.00%,80.15%,
pool1pd7x30trlcd86h9x8ya5ch3j4729wudgdh4qrmr6fulh5zm24w9,RXC,"10,276,968",0.00%,100.00%,"10,276,968",0.00%,80.15%,
pool1qle9cf4ycvz2ervhjsedsq8kkxdey4a9jxyuhhmj8wanx2xjqgn,,"10,276,880",0.00%,100.00%,"10,276,880",0.00%,80.15%,
pool159lt33zgmwm4ehyhr39lw5gv4flncg0lswxrrny8fnc4uun4h74,MOONX,"10,181,917",0.00%,100.00%,"10,181,917",0.00%,80.15%,
pool1rhew9hdp6wpudh22k7gyjtv98r872hca064n8ug8lk3j65ae59a,HAX,"9,975,834",0.00%,100.00%,"9,975,834",0.00%,80.15%,
pool1kllc67fn00yqpffw8e9dqnlcaa733h9u5nwx97vhtjlw2t5e56j,KEEN,"9,892,022",0.00%,100.00%,"9,892,022",0.00%,80.15%,
pool1yfxhjwwlzr5da82h77jy83nkuryh970ey6zypd89fy6qyuxfppe,,"9,825,875",0.00%,100.00%,"9,825,875",0.00%,80.15%,
pool18hk4akqtnktgsptxll625lksugwpc4r30nzjgz4pxtufqgw5gdd,,"9,823,059",0.00%,100.00%,"9,823,059",0.00%,80.15%,
pool13w9mcp8af4ef8vwsw624ams38w7hs0chvtjknz2t3pcxkm8w9m2,,"9,630,058",0.00%,100.00%,"9,630,058",0.00%,80.15%,
pool194rde70lnsrdu692j6hzrth2ka08l2t4g9mj0xl8tyfmuny7faj,COW,"9,618,398",0.00%,100.00%,"9,618,398",0.00%,80.15%,
pool1rk2mshek3ln2uahk9xg2r2yf6z5u00h37g4jc2mkyt6yk0r2xw3,,"9,490,391",0.00%,100.00%,"9,490,391",0.00%,80.15%,
pool163q9zuwpt9wr8rruuhw2mz6w6em25mhtrv58f8nz9aywj7vzer7,DARTH,"9,486,132",0.00%,100.00%,"9,486,132",0.00%,80.15%,
pool1f5ml07llzd2ndk5mrdl0gvtkkaq72v2hxusla795ksnms4tae66,ADABP,"9,471,895",0.00%,100.00%,"9,471,895",0.00%,80.15%,
pool1ff9rrcn2qdvv754al6d8qx8f3mecyeez3hp2nunm9uj2k7tj4pf,,"8,755,036",0.00%,100.00%,"8,755,036",0.00%,80.15%,
pool1suy76cpk5lkpsmaqpecygl5j9na5du0xe2lrxd733dlwcus9j2n,,"8,618,750",0.00%,100.00%,"8,618,750",0.00%,80.15%,
pool18lc8uxyrnuurer7hr77xqh83cp667jazlghe2qetvzfqvxjtdqc,,"8,602,239",0.00%,100.00%,"8,602,239",0.00%,80.15%,
pool17agmzy52u2hh2f8zkuvzrvth94wdr3erlpng50thrlmryqvkz57,,"8,585,987",0.00%,100.00%,"8,585,987",0.00%,80.15%,
pool1vsdsgufhfellves050nf8mh5jzrvwwcq7qlxwkneyp8hv3z4w9w,MACH1,"8,249,917",0.00%,100.00%,"8,249,917",0.00%,80.15%,
pool1mxv85lq4lvuqx8r83lmwlvqhtnu3qjy0lldhsv83rfnj5ed7vyg,,"8,247,561",0.00%,100.00%,"8,247,561",0.00%,80.15%,
pool1jrst9acplgqk95469zu68xv5xj802lqxe682jjsd39z26ddj8ur,8888,"7,952,568",0.00%,100.00%,"7,952,568",0.00%,80.15%,
pool1x9tc05u8dqefrdyw9pgxn72szr7p2peyd7xgqs3l28s76f59c0y,STBL5,"7,900,602",0.00%,100.00%,"7,900,602",0.00%,80.15%,
pool1vrpme37hyyysgl4n8uk87p0njvfejc8kswzn5yxmgf4dyxx8haj,,"7,624,514",0.00%,100.00%,"7,624,514",0.00%,80.15%,
pool1xcesfga2h2fh7s4es4v2nsu4npc3ayg5x93m4mvt7whn2pfswma,,"7,621,654",0.00%,100.00%,"7,621,654",0.00%,80.15%,
pool1axgtae69sdv7tnqru3enjdln0hff9k7n8awlh9xxzq92cdgmq53,,"7,620,000",0.00%,100.00%,"7,620,000",0.00%,80.15%,
pool1wsug8q6kjtje0hzwp68lchwll0046t6huua3f7p35fttx7fcwm8,FSTR,"7,597,052",0.00%,100.00%,"7,597,052",0.00%,80.15%,
pool17xtz3a8ppy9prj4e2e5t5ggk6p68ls305x5pyyxdxc2lut0ltm2,ZLNDR,"7,505,346",0.00%,100.00%,"7,505,346",0.00%,80.15%,
pool18ml3ex5ra5wkv00vxx0mw876s2xe0058z37mpzv263872nasmv0,,"7,475,689",0.00%,100.00%,"7,475,689",0.00%,80.15%,
pool1euzg0c7npjm9dld4f7n5kj7as6n5d8ts8q6qt4rer50p5p9nr6g,Saar,"7,414,749",0.00%,100.00%,"7,414,749",0.00%,80.15%,
pool1k0h45kcsfynjfyplgn6qpaw40n3cvlcrdryez04x40ayq6w9dgh,,"7,054,091",0.00%,100.00%,"7,054,091",0.00%,80.15%,
pool1qprj52nh0j32p5vq290rludcfz58kujyszt5ztfvj2ymx43649f,,"7,033,144",0.00%,100.00%,"7,033,144",0.00%,80.15%,
pool13ehs4gzc9t6tjr5rpynqtyp8act4jfqth54huymasuslj05fu8z,,"6,825,875",0.00%,100.00%,"6,825,875",0.00%,80.15%,
pool1wpp9pslecqwv4wjr4gfhcsv9hmagz882q6fl6umwup8guxy5whm,,"6,638,814",0.00%,100.00%,"6,638,814",0.00%,80.15%,
pool16dk66d47thmteth783kt2cw9uh0zc4xsdvlqrwadz7vnyaev8cv,,"6,453,117",0.00%,100.00%,"6,453,117",0.00%,80.15%,
pool1aksxtgqz36vtvnf3rrgrzz9qxrvjv4p2ukqcdyv5q66s5eqhql9,,"6,444,552",0.00%,100.00%,"6,444,552",0.00%,80.15%,
pool1ajpxqyq3p3aczgaxuc66lwtgzhrapzu6duk90dz0wz5twh9jzyw,STBL4,"6,135,954",0.00%,100.00%,"6,135,954",0.00%,80.15%,
pool1jz4vmzq5zkedem6wep8c99fxatxgvymlvdzs9qxxn7xsuv4m8um,,"6,001,245",0.00%,100.00%,"6,001,245",0.00%,80.15%,
pool1lssudmnyy4vlzrvpmw4539xwklnx0lm2murc9t7n25u9sg2ce3n,PREV,"6,000,000",0.00%,100.00%,"6,000,000",0.00%,80.15%,
pool17m39tt99rq96gv9s4cp7u93auavams3khrdtzfapngxgjs3tj7s,,"5,885,306",0.00%,100.00%,"5,885,306",0.00%,80.15%,
pool196tul7axlt0qzqvs7rx4glfdkpsjlsh68tdkl7y87q3uztcvd5k,ARM,"5,879,394",0.00%,100.00%,"5,879,394",0.00%,80.15%,
pool1uu5ve3qdv7zxpmger77u0kw7pm8l4apmgr5xy6wspceayl05vsd,COOLP,"5,624,250",0.00%,100.00%,"5,624,250",0.00%,80.15%,
pool1tuux2sctklrlzsh34w4gquz2wtundky30fvrn0qky5p7qr5n00d,,"5,398,685",0.00%,100.00%,"5,398,685",0.00%,80.15%,
pool16a23pum2srw5xmkknvw8dtc8ynqedx3wecmhacez4chrv9huvyg,BEAR,"5,267,117",0.00%,100.00%,"5,267,117",0.00%,80.15%,
pool1yd67ecxptd70flavhu9m4x9pj460fpy3pttlcfs5wvjlwzs79vw,APRIM,"5,154,646",0.00%,100.00%,"5,154,646",0.00%,80.15%,
pool1tr33ynaapce33pjc5ctvj7fju596gppsmqwna4smx0f2khnetjf,AARN,"5,110,690",0.00%,100.00%,"5,110,690",0.00%,80.15%,
pool1kf0c6a38vy9t7muc2jpfefdc0y6ey8386ujtn6rtly25y5yxwqf,FGMTC,"5,046,709",0.00%,100.00%,"5,046,709",0.00%,80.15%,
pool1da9msyhpfmt58vrdkk7lpzgwldvc0t7q46kvpcyvvpff7347lsp,FGMTD,"5,046,709",0.00%,100.00%,"5,046,709",0.00%,80.15%,
pool1vn0mxlvhm4l8pcft3jp5pxh4nhh89qevdg2xu6s6sdqvvs4ft28,FGMTD,"5,046,709",0.00%,100.00%,"5,046,709",0.00%,80.15%,
pool12582dmkl7xanxlmfnwd4fepmx4tt5kkw327mmklcjdxngwaxvh2,FGMTF,"5,046,709",0.00%,100.00%,"5,046,709",0.00%,80.15%,
pool1w9u6rtvuzke9cq5q4x2r7g8xlt6lqmcd2tugzpjpj5w5xv0eyws,FGMTG,"5,046,709",0.00%,100.00%,"5,046,709",0.00%,80.15%,
pool1lfxjjg2fmaea3dnvu6wpxylrtrzq0pkgjutjesuzwem4xymtqaj,FGMTH,"5,046,709",0.00%,100.00%,"5,046,709",0.00%,80.15%,
pool1l92vxagssugcsu4wyhvnjd0t6dlqjjfrxkt8v4qaucgmq8t3j3s,FGMTI,"5,046,709",0.00%,100.00%,"5,046,709",0.00%,80.15%,
